"Machine ID","Build ID","Date","Config","Test","Time","Time Out","Pass","Total"
6C400893EE36,80686187c8bf413c0185a318095075dc,2015-06-02T15:14:27.296297,-bdd-full -pack -sing,for-in-100-var.sdsl,0.029266,False,1,1
6C400893EE36,80686187c8bf413c0185a318095075dc,2015-06-02T15:14:27.451943,-bdd-full -pack -sing,for-in-100-var.sdsl,0.032942,False,1,1
6C400893EE36,80686187c8bf413c0185a318095075dc,2015-06-02T15:14:27.602489,-bdd-full -pack -sing,for-in-100-var.sdsl,0.029569,False,1,1
6C400893EE36,80686187c8bf413c0185a318095075dc,2015-06-02T15:14:27.753753,-bdd-full -pack -sing,for-in-100-var.sdsl,0.02823,False,1,1
6C400893EE36,80686187c8bf413c0185a318095075dc,2015-06-02T15:14:27.902182,-bdd-full -pack -sing,for-in-100-var.sdsl,0.028342,False,1,1
6C400893EE36,80686187c8bf413c0185a318095075dc,2015-06-02T15:14:28.051116,-bdd-full -pack -sing,for-in-100-var.sdsl,0.029154,False,1,1
6C400893EE36,80686187c8bf413c0185a318095075dc,2015-06-02T15:14:28.199017,-bdd-full -pack -sing,for-in-100-var.sdsl,0.027395,False,1,1
6C400893EE36,80686187c8bf413c0185a318095075dc,2015-06-02T15:14:28.348208,-bdd-full -pack -sing,for-in-100-var.sdsl,0.028083,False,1,1
6C400893EE36,80686187c8bf413c0185a318095075dc,2015-06-02T15:14:28.501509,-bdd-full -eq -sing,for-in-100-var.sdsl,0.034165,False,1,1
6C400893EE36,80686187c8bf413c0185a318095075dc,2015-06-02T15:14:28.649957,-bdd-full -eq -sing,for-in-100-var.sdsl,0.027901,False,1,1
6C400893EE36,80686187c8bf413c0185a318095075dc,2015-06-02T15:14:28.799432,-bdd-full -eq -sing,for-in-100-var.sdsl,0.027875,False,1,1
